id,source,target,location,social_distance,text_distance,time_distance,created_at,updated_at
601,    10152528084332000   ,    10152278493009700   ,,,0.108352326373387,77640.0,2014-07-29 01:25:43 UTC,2014-07-30 21:14:02 UTC
605,    10152528084332000   ,    10152481473374400   ,,,0.0562016903245596,73380.0,2014-07-29 01:25:46 UTC,2014-07-30 21:14:02 UTC
610,    10202678444975900   ,    10152774703559800   ,,,0.102220272539948,63900.0,2014-07-29 01:25:51 UTC,2014-07-30 21:14:02 UTC
616,    10202678444975900   ,    10152030233245900   ,,,0.169245142270829,74100.0,2014-07-29 01:25:55 UTC,2014-07-30 21:14:03 UTC
619,    10202678444975900   ,    10204070474264400   ,,,0.14189960251456,64200.0,2014-07-29 01:25:57 UTC,2014-07-30 21:14:03 UTC
620,    10202678444975900   ,    10203154807607700   ,,,0.0518371041195916,40920.0,2014-07-29 01:25:58 UTC,2014-07-30 21:14:03 UTC
628,    10202678444975900   ,    10203299566062600   ,,,0.106954933081409,85140.0,2014-07-29 01:26:02 UTC,2014-07-30 21:14:03 UTC
632,    10202678444975900   ,    10154227414975000   ,,,0.107880842810044,65040.0,2014-07-29 01:26:04 UTC,2014-07-30 21:14:03 UTC
634,    10202678444975900   ,    10152233644959100   ,,,0.263279840032132,72540.0,2014-07-29 01:26:05 UTC,2014-07-30 21:14:03 UTC
635,    10202678444975900   ,    10152236492148600   ,,,0.0591470936413636,122700.0,2014-07-29 01:26:06 UTC,2014-07-30 21:14:03 UTC
639,    10202678444975900   ,    10203966122371900   ,,,0.0375347707057039,47100.0,2014-07-29 01:26:08 UTC,2014-07-30 21:14:03 UTC
640,    10202678444975900   ,    10154215500725000   ,,,0.0563914934059807,74640.0,2014-07-29 01:26:08 UTC,2014-07-30 21:14:03 UTC
641,    10202678444975900   ,    10152471171597400   ,,,0.277563324583374,80700.0,2014-07-29 01:26:09 UTC,2014-07-30 21:14:03 UTC
650,    10202678444975900   ,    10152541500488500   ,,,0.121169646065604,61020.0,2014-07-29 01:26:14 UTC,2014-07-30 21:14:03 UTC
651,    10154237556155100   ,    10152168324927900   ,,,0.102553889193344,64800.0,2014-07-29 01:26:14 UTC,2014-07-30 21:14:03 UTC
652,    10154237556155100   ,    10154237088440500   ,,,0.0735002172190681,74460.0,2014-07-29 01:26:15 UTC,2014-07-30 21:14:03 UTC
